manufacturer_name,model_name,transmission,color,odometer_value,year_produced,engine_fuel,engine_has_gas,engine_type,engine_capacity,body_type,has_warranty,state,drivetrain,price_usd,is_exchangeable,location_region,number_of_photos,up_counter,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,duration_listed,engine_capacity_bin,car_age,car_age_group,year_bin,price_category,mileage_category,total_features,luxury_score
Opel,Movano,manual,blue,500000,2005,diesel,False,diesel,2.5,minibus,False,used,front,9000.0,True,Минская обл.,10,1,True,False,False,False,False,False,False,False,False,False,0,2.0-2.5l,14,11-15,2001–2005,Budget,Very High,2,2
Opel,Omega,manual,white,350000,2002,diesel,False,diesel,2.0,wagon,False,used,rear,2300.0,False,Минская обл.,8,28,False,False,True,False,False,False,False,False,False,True,40,1.5-2.0l,17,16-20,2001–2005,Budget,Very High,2,2
Opel,Astra,automatic,silver,240000,2005,petrol,False,gasoline,1.8,hatchback,False,used,front,4800.0,False,Могилевская обл.,5,23,False,True,False,False,False,True,False,False,True,True,32,1.5-2.0l,14,11-15,2001–2005,Budget,High,4,4
Opel,Insignia,manual,grey,173000,2009,petrol,False,gasoline,1.8,liftback,False,used,front,8500.0,False,Минская обл.,7,21,False,False,False,True,False,False,False,True,True,False,49,1.5-2.0l,10,6-10,2006–2010,Budget,High,3,3
Opel,Astra,manual,black,125000,2010,petrol,False,gasoline,1.4,hatchback,False,used,front,7250.0,False,Минская обл.,12,38,False,True,False,False,False,False,False,False,True,True,313,<1.5l,9,6-10,2006–2010,Budget,Medium,3,4
Opel,Corsa,manual,silver,257000,2006,diesel,False,diesel,1.3,coupe,False,used,front,3350.0,False,Минская обл.,7,2,False,True,False,False,False,False,False,False,False,False,2,<1.5l,13,11-15,2006–2010,Budget,High,1,1
Opel,Vectra,manual,other,351000,1996,petrol,False,gasoline,1.8,wagon,False,used,front,1600.0,False,Минская обл.,6,28,False,True,False,False,False,False,False,False,False,True,38,1.5-2.0l,23,21-25,1996–2000,Budget,Very High,2,2
Opel,Zafira,manual,silver,400000,2002,diesel,False,diesel,2.0,minivan,False,used,front,4250.0,False,Минская обл.,6,10,False,True,False,False,False,False,False,False,False,True,19,1.5-2.0l,17,16-20,2001–2005,Budget,Very High,2,2
Opel,Astra,manual,green,250000,1999,petrol,False,gasoline,1.6,wagon,False,used,front,2500.0,False,Минская обл.,8,3,True,False,False,False,False,False,False,False,False,False,2,1.5-2.0l,20,16-20,1996–2000,Budget,High,1,1
Opel,Omega,manual,blue,335000,1998,petrol,False,gasoline,2.0,wagon,False,used,rear,1950.0,True,Минская обл.,5,26,False,True,False,False,False,False,False,False,False,False,35,1.5-2.0l,21,21-25,1996–2000,Budget,Very High,2,2
Opel,Vectra,manual,black,555555,1992,gas,True,gasoline,2.0,sedan,False,used,front,650.0,True,Могилевская обл.,4,36,True,False,False,False,False,False,False,False,False,False,59,1.5-2.0l,27,25+,1991–1995,Budget,Very High,3,3
Opel,Vivaro,manual,white,181000,2015,diesel,False,diesel,1.6,minibus,False,used,front,18190.0,False,Брестская обл.,18,12,False,True,False,False,False,False,True,True,True,True,17,1.5-2.0l,4,0-5,2011–2015,Economy,High,5,7
Opel,Mokka,manual,brown,55000,2013,petrol,False,gasoline,1.8,suv,False,used,front,11700.0,False,Минская обл.,29,3,False,False,False,True,False,True,False,True,True,True,5,1.5-2.0l,6,6-10,2011–2015,Economy,Medium,5,7
Opel,Astra,manual,silver,183000,2016,diesel,False,diesel,1.6,wagon,False,used,front,9950.0,False,Минская обл.,5,8,False,True,False,True,False,False,True,True,True,False,30,1.5-2.0l,3,0-5,2016–2020,Budget,High,5,6
Opel,Astra,manual,silver,278000,2002,petrol,False,gasoline,1.6,sedan,False,used,front,4000.0,False,Минская обл.,11,17,False,False,False,False,False,False,False,False,False,True,35,1.5-2.0l,17,16-20,2001–2005,Budget,High,1,1
Opel,Antara,manual,blue,230000,2007,diesel,False,diesel,2.0,suv,False,used,all,8999.0,False,Гродненская обл.,14,46,False,False,False,True,False,True,False,True,True,True,213,1.5-2.0l,12,11-15,2006–2010,Budget,High,5,5
Opel,Vectra,manual,grey,217000,2008,petrol,False,gasoline,1.8,hatchback,False,used,front,6200.0,True,Гродненская обл.,8,144,False,True,True,True,False,True,False,False,True,True,219,1.5-2.0l,11,11-15,2006–2010,Budget,High,7,7
Opel,Zafira,automatic,white,172000,2013,diesel,False,diesel,2.0,minivan,False,used,front,12500.0,False,Минская обл.,10,27,False,True,True,True,False,True,True,True,True,True,320,1.5-2.0l,6,6-10,2011–2015,Economy,High,8,10
Opel,Omega,manual,silver,285000,2001,petrol,False,gasoline,2.2,sedan,False,used,rear,2200.0,False,Минская обл.,8,2,False,False,True,True,False,False,False,False,False,True,2,2.0-2.5l,18,16-20,2001–2005,Budget,High,3,3
Opel,Vectra,automatic,black,190000,2008,petrol,False,gasoline,1.8,hatchback,False,used,front,8000.0,False,Минская обл.,6,2,False,False,True,True,True,True,False,False,False,True,2,1.5-2.0l,11,11-15,2006–2010,Budget,High,5,5
Opel,Signum,automatic,black,470000,2003,diesel,False,diesel,2.2,hatchback,False,used,front,4700.0,False,Могилевская обл.,3,1,False,True,True,False,False,False,False,False,True,True,0,2.0-2.5l,16,16-20,2001–2005,Budget,Very High,4,4
Opel,Vectra,manual,red,200000,2000,petrol,False,gasoline,1.6,wagon,False,used,front,1100.0,False,Гомельская обл.,24,34,False,True,False,False,False,False,False,False,True,False,38,1.5-2.0l,19,16-20,1996–2000,Budget,High,2,2
Opel,Combo,manual,white,212000,2009,petrol,False,gasoline,1.4,minivan,False,used,front,4433.0,True,Минская обл.,10,1,False,True,False,False,False,False,False,False,True,False,0,<1.5l,10,6-10,2006–2010,Budget,High,3,3
Opel,Vectra,automatic,red,666666,1997,petrol,False,gasoline,1.6,sedan,False,used,front,1350.0,False,Минская обл.,6,19,True,False,False,False,False,False,False,False,False,False,26,1.5-2.0l,22,21-25,1996–2000,Budget,Very High,1,1
Opel,Omega,manual,green,275500,1996,petrol,False,gasoline,2.0,sedan,False,used,rear,1450.0,True,Минская обл.,6,30,False,True,False,False,False,False,False,False,False,True,41,1.5-2.0l,23,21-25,1996–2000,Budget,High,3,3
Opel,Zafira,automatic,blue,250000,2004,diesel,False,diesel,2.0,minivan,False,used,front,4900.0,True,Минская обл.,16,179,False,True,False,True,False,True,False,False,True,True,208,1.5-2.0l,15,11-15,2001–2005,Budget,High,6,6
Opel,Vectra,manual,black,222000,2008,gas,True,gasoline,1.8,wagon,False,used,front,7700.0,False,Минская обл.,15,26,False,True,True,False,False,False,False,True,True,False,37,1.5-2.0l,11,11-15,2006–2010,Budget,High,5,5
Opel,Sintra,manual,green,370000,1998,diesel,False,diesel,2.2,minivan,False,used,front,2200.0,True,Минская обл.,5,9,False,True,False,False,False,False,False,False,False,False,12,2.0-2.5l,21,21-25,1996–2000,Budget,Very High,2,2
Opel,Omega,automatic,black,276000,1999,diesel,False,diesel,2.5,sedan,False,used,rear,500.0,False,Могилевская обл.,8,12,False,True,True,False,False,True,False,False,True,True,15,2.0-2.5l,20,16-20,1996–2000,Budget,High,5,5
Opel,Zafira,manual,red,369000,2000,diesel,False,diesel,2.0,minivan,False,used,front,3300.0,False,Минская обл.,13,7,False,True,False,False,False,False,False,False,True,True,15,1.5-2.0l,19,16-20,1996–2000,Budget,Very High,3,3
Opel,Omega,manual,green,390500,2001,diesel,False,diesel,2.2,wagon,False,used,rear,3500.0,True,Могилевская обл.,17,73,False,True,True,False,True,True,False,False,True,True,87,2.0-2.5l,18,16-20,2001–2005,Budget,Very High,7,7
Opel,Zafira,manual,silver,350000,2001,diesel,False,diesel,2.0,minivan,False,used,front,4500.0,True,Витебская обл.,8,40,True,False,False,False,False,False,False,False,False,False,49,1.5-2.0l,18,16-20,2001–2005,Budget,Very High,2,2
Opel,Vectra,automatic,blue,326000,1996,petrol,False,gasoline,1.6,sedan,False,used,front,2100.0,True,Могилевская обл.,15,37,False,False,False,False,False,False,False,False,False,True,61,1.5-2.0l,23,21-25,1996–2000,Budget,Very High,2,2
Opel,Zafira,manual,brown,147000,2015,diesel,False,diesel,1.6,minivan,False,used,front,12200.0,False,Минская обл.,5,1,False,False,False,False,False,False,True,True,True,False,0,1.5-2.0l,4,0-5,2011–2015,Economy,Medium,3,5
Opel,Zafira,manual,silver,328000,2000,diesel,False,diesel,2.0,minivan,False,used,front,3800.0,False,Гродненская обл.,13,25,True,False,False,False,False,False,False,False,False,False,40,1.5-2.0l,19,16-20,1996–2000,Budget,Very High,1,1
Opel,Vectra,automatic,silver,300000,2005,petrol,False,gasoline,2.2,sedan,False,used,front,5000.0,False,Минская обл.,4,4,False,False,True,False,False,True,False,False,True,False,5,2.0-2.5l,14,11-15,2001–2005,Budget,Very High,3,3
Opel,Astra,manual,white,322000,1992,diesel,False,diesel,1.7,wagon,False,used,front,948.5,False,Могилевская обл.,5,1,True,False,False,False,False,False,False,False,False,False,0,1.5-2.0l,27,25+,1991–1995,Budget,Very High,1,1
Opel,Corsa,manual,other,200000,2007,petrol,False,gasoline,1.0,hatchback,False,used,front,4500.0,False,Минская обл.,13,3,False,True,False,False,False,False,False,False,False,False,8,<1.5l,12,11-15,2006–2010,Budget,High,1,1
Opel,Combo,manual,green,173000,2009,diesel,False,diesel,1.3,van,False,used,front,5500.0,False,Минская обл.,14,3,False,True,False,False,False,False,False,False,True,False,11,<1.5l,10,6-10,2006–2010,Budget,High,2,2
Opel,Insignia,automatic,black,34000,2013,petrol,False,gasoline,2.0,sedan,False,used,front,14800.0,True,Брестская обл.,16,27,False,True,True,True,True,True,True,True,True,True,44,1.5-2.0l,6,6-10,2011–2015,Economy,Low,10,12
Opel,Agila,manual,silver,180000,2008,petrol,False,gasoline,1.0,hatchback,False,used,front,4799.0,True,Гомельская обл.,16,103,False,True,False,False,False,False,False,False,False,True,123,<1.5l,11,11-15,2006–2010,Budget,High,3,3
Opel,Insignia,automatic,black,257000,2009,petrol,False,gasoline,2.0,wagon,False,used,front,9950.0,True,Минская обл.,29,30,False,True,True,True,True,True,True,True,True,True,48,1.5-2.0l,10,6-10,2006–2010,Budget,High,10,10
Opel,Omega,manual,green,280000,1995,diesel,False,diesel,2.5,wagon,False,used,rear,1000.0,False,Брестская обл.,5,13,False,False,True,False,False,False,False,False,False,False,14,2.0-2.5l,24,21-25,1991–1995,Budget,High,1,1
Opel,Meriva,manual,grey,103000,2010,petrol,False,gasoline,1.4,minivan,False,used,front,8700.0,False,Брестская обл.,18,39,False,True,False,True,False,True,False,False,False,True,68,<1.5l,9,6-10,2006–2010,Budget,Medium,4,5
Opel,Astra,manual,silver,98000,2012,petrol,False,gasoline,1.6,hatchback,False,used,front,7600.0,False,Гомельская обл.,14,18,False,True,False,True,False,True,False,True,True,True,31,1.5-2.0l,7,6-10,2011–2015,Budget,Medium,6,7
Opel,Omega,manual,white,186000,1994,diesel,False,diesel,2.5,wagon,False,used,rear,1590.0,False,Минская обл.,10,7,False,False,False,False,False,False,False,False,False,True,7,2.0-2.5l,25,21-25,1991–1995,Budget,High,1,1
Opel,Frontera,manual,grey,222000,1994,diesel,False,diesel,1.7,suv,False,used,all,2850.0,True,Могилевская обл.,9,186,False,False,False,False,False,True,False,False,False,True,219,1.5-2.0l,25,21-25,1991–1995,Budget,High,3,3
Opel,Vectra,manual,silver,256987,1998,diesel,False,diesel,2.0,wagon,False,used,rear,1950.0,True,Минская обл.,9,5,True,False,False,False,False,False,False,False,False,False,11,1.5-2.0l,21,21-25,1996–2000,Budget,High,2,2
Opel,Zafira,manual,blue,301500,2004,petrol,False,gasoline,1.8,minivan,False,used,front,5100.0,False,Минская обл.,18,5,False,False,False,False,False,True,False,False,True,False,7,1.5-2.0l,15,11-15,2001–2005,Budget,Very High,2,2
Opel,Vectra,manual,red,380000,1990,petrol,False,gasoline,1.6,sedan,False,used,front,700.0,False,Минская обл.,6,4,True,False,False,False,False,False,False,False,False,False,34,1.5-2.0l,29,25+,1981–1990,Budget,Very High,1,1
Opel,Vectra,manual,white,289656,1998,diesel,False,diesel,2.0,sedan,False,used,front,2200.0,True,Минская обл.,6,3,False,True,False,False,False,False,False,False,False,True,3,1.5-2.0l,21,21-25,1996–2000,Budget,High,3,3
Opel,Corsa,manual,white,192363,2009,petrol,False,gasoline,1.0,hatchback,False,used,front,4200.0,False,Минская обл.,6,10,False,True,False,False,False,False,False,False,True,False,14,<1.5l,10,6-10,2006–2010,Budget,High,2,2
Opel,Zafira,manual,yellow,365000,2003,diesel,False,diesel,2.0,minivan,False,used,front,4125.0,False,Гродненская обл.,16,27,False,True,False,True,False,False,False,False,True,True,40,1.5-2.0l,16,16-20,2001–2005,Budget,Very High,4,4
Opel,Omega,manual,grey,297600,1996,petrol,False,gasoline,2.0,wagon,False,used,rear,1500.0,False,Минская обл.,10,83,False,False,True,False,False,False,False,False,False,False,390,1.5-2.0l,23,21-25,1996–2000,Budget,High,1,1
Opel,Combo,manual,white,308000,2008,diesel,False,diesel,1.3,wagon,False,used,front,3400.0,False,Минская обл.,17,36,False,True,False,False,False,False,False,False,False,False,258,<1.5l,11,11-15,2006–2010,Budget,Very High,1,1
Opel,Vectra,manual,blue,406000,1997,gas,True,gasoline,1.8,wagon,False,used,front,2450.0,True,Брестская обл.,11,5,False,True,False,True,False,False,False,False,False,True,12,1.5-2.0l,22,21-25,1996–2000,Budget,Very High,5,5
Opel,Insignia,manual,black,135000,2016,diesel,False,diesel,1.6,wagon,False,used,front,12799.0,False,Минская обл.,20,1,False,False,False,True,False,False,True,True,True,False,0,1.5-2.0l,3,0-5,2016–2020,Economy,Medium,4,6
Opel,Astra,manual,blue,350000,1996,diesel,False,diesel,1.7,wagon,False,used,front,1650.0,False,Минская обл.,7,3,True,False,False,False,False,False,False,False,False,False,5,1.5-2.0l,23,21-25,1996–2000,Budget,Very High,1,1
Opel,Astra,manual,black,215000,2010,petrol,False,gasoline,1.4,hatchback,False,used,front,7800.0,False,Витебская обл.,37,58,False,True,True,True,True,True,True,True,True,True,185,<1.5l,9,6-10,2006–2010,Budget,High,9,10
Opel,Vectra,manual,blue,200000,1999,diesel,False,diesel,2.0,sedan,False,used,front,2900.0,False,Могилевская обл.,7,16,True,False,False,False,False,False,False,False,False,False,28,1.5-2.0l,20,16-20,1996–2000,Budget,High,1,1
Opel,Zafira,manual,grey,198000,2009,diesel,False,diesel,1.7,minivan,False,used,front,7000.0,False,Гродненская обл.,6,27,False,True,False,True,False,False,False,True,True,False,118,1.5-2.0l,10,6-10,2006–2010,Budget,High,4,4
Opel,Zafira,manual,silver,352000,2004,diesel,False,diesel,2.2,minivan,False,used,front,5700.0,False,Минская обл.,8,40,False,True,False,False,False,False,False,False,True,True,57,2.0-2.5l,15,11-15,2001–2005,Budget,Very High,3,3
Opel,Insignia,manual,blue,151000,2011,petrol,False,gasoline,1.6,wagon,False,used,front,9300.0,False,Минская обл.,21,7,False,False,True,True,False,True,True,True,True,False,11,1.5-2.0l,8,6-10,2011–2015,Budget,High,6,7
Opel,Omega,manual,green,345500,1997,petrol,False,gasoline,2.0,wagon,False,used,rear,1500.0,True,Минская обл.,3,2,False,True,True,False,False,False,False,False,False,True,4,1.5-2.0l,22,21-25,1996–2000,Budget,Very High,4,4
Opel,Astra,manual,green,200000,1997,diesel,False,diesel,1.6,wagon,False,used,front,1300.0,True,Витебская обл.,7,2,True,False,False,False,False,False,False,False,False,False,4,1.5-2.0l,22,21-25,1996–2000,Budget,High,2,2
Opel,Antara,automatic,white,148000,2013,diesel,False,diesel,2.2,suv,False,used,all,13800.0,True,Минская обл.,11,28,False,True,True,True,True,True,True,True,True,True,91,2.0-2.5l,6,6-10,2011–2015,Economy,Medium,10,12
Opel,Astra,manual,silver,250000,2001,diesel,False,diesel,1.7,hatchback,False,used,front,2500.0,False,Минская обл.,7,9,True,False,False,False,False,False,False,False,False,False,18,1.5-2.0l,18,16-20,2001–2005,Budget,High,1,1
Opel,Astra,manual,black,253000,2007,petrol,False,gasoline,1.6,wagon,False,used,front,5690.0,False,Минская обл.,8,3,False,True,False,False,False,True,False,False,True,True,3,1.5-2.0l,12,11-15,2006–2010,Budget,High,4,4
Opel,Astra,manual,black,74000,2012,petrol,False,gasoline,1.6,sedan,False,used,front,9400.0,False,Витебская обл.,13,13,False,False,False,True,False,True,True,True,True,True,20,1.5-2.0l,7,6-10,2011–2015,Budget,Medium,6,7
Opel,Zafira,manual,silver,280699,2009,diesel,False,diesel,1.7,minivan,False,used,front,6350.0,True,Минская обл.,16,23,False,True,False,True,False,False,False,False,True,False,40,1.5-2.0l,10,6-10,2006–2010,Budget,High,4,4
Opel,Insignia,automatic,black,213200,2009,diesel,False,diesel,2.0,wagon,False,used,front,9484.95,True,Минская обл.,14,17,False,True,True,True,False,True,True,True,True,True,28,1.5-2.0l,10,6-10,2006–2010,Budget,High,9,9
Opel,Astra,manual,red,300000,2000,petrol,False,gasoline,1.4,wagon,False,used,front,2200.0,False,Минская обл.,6,73,True,False,False,False,False,False,False,False,False,False,80,<1.5l,19,16-20,1996–2000,Budget,Very High,1,1
Opel,Astra,manual,blue,439489,2007,diesel,False,diesel,1.9,wagon,False,used,front,3500.0,True,Минская обл.,19,38,False,True,False,False,False,False,False,False,False,True,68,1.5-2.0l,12,11-15,2006–2010,Budget,Very High,3,3
Opel,Astra,manual,blue,207010,2011,diesel,False,diesel,1.7,wagon,False,used,front,6990.0,True,Минская обл.,23,32,False,True,False,True,False,True,False,True,True,False,56,1.5-2.0l,8,6-10,2011–2015,Budget,High,6,7
Opel,Vectra,manual,blue,480000,1998,diesel,False,diesel,2.0,hatchback,False,used,front,1700.0,True,Минская обл.,9,31,False,False,False,False,True,False,False,False,False,True,162,1.5-2.0l,21,21-25,1996–2000,Budget,Very High,3,3
Opel,Meriva,manual,black,311000,2003,petrol,False,gasoline,1.6,minivan,False,used,front,3500.0,False,Минская обл.,14,5,False,True,False,False,False,False,False,False,False,False,91,1.5-2.0l,16,16-20,2001–2005,Budget,Very High,1,1
Opel,Vectra,manual,green,420000,1995,petrol,False,gasoline,1.8,sedan,False,used,front,1350.0,False,Минская обл.,4,15,True,False,False,False,False,False,False,False,False,False,50,1.5-2.0l,24,21-25,1991–1995,Budget,Very High,1,1
Opel,Vectra,manual,silver,190000,2002,petrol,False,gasoline,1.8,sedan,False,used,front,4650.0,True,Гродненская обл.,8,7,False,True,False,False,False,False,False,False,False,True,8,1.5-2.0l,17,16-20,2001–2005,Budget,High,3,3
Opel,Zafira,automatic,grey,120000,2011,petrol,False,gasoline,1.8,minivan,False,used,front,8700.0,True,Минская обл.,9,3,False,False,False,True,False,True,False,False,True,False,3,1.5-2.0l,8,6-10,2011–2015,Budget,Medium,4,5
Opel,Astra,automatic,grey,141000,2012,petrol,False,gasoline,1.6,hatchback,False,used,front,7400.0,True,Минская обл.,14,7,False,True,False,False,False,False,False,False,True,False,10,1.5-2.0l,7,6-10,2011–2015,Budget,Medium,3,4
Opel,Corsa,manual,red,300000,1994,petrol,False,gasoline,2.0,hatchback,False,used,front,500.0,False,Минская обл.,5,13,True,False,False,False,False,False,False,False,False,False,19,1.5-2.0l,25,21-25,1991–1995,Budget,Very High,1,1
Opel,Omega,manual,black,295000,1998,gas,True,gasoline,2.0,wagon,False,used,rear,2350.0,True,Минская обл.,6,2,False,False,False,False,False,False,False,False,False,True,4,1.5-2.0l,21,21-25,1996–2000,Budget,High,3,3
Opel,Zafira,manual,black,144000,2014,diesel,False,diesel,1.6,minivan,False,used,front,12300.0,False,Брестская обл.,39,12,False,True,False,False,True,True,True,True,True,True,17,1.5-2.0l,5,0-5,2011–2015,Economy,Medium,7,9
Opel,Astra,manual,red,291000,1999,petrol,False,gasoline,1.6,hatchback,False,used,front,2700.0,False,Брестская обл.,25,10,True,False,False,False,False,False,False,False,False,False,12,1.5-2.0l,20,16-20,1996–2000,Budget,High,1,1
Opel,Astra,manual,silver,298000,2008,diesel,False,diesel,1.7,wagon,False,used,front,5000.0,False,Минская обл.,2,2,False,True,False,True,False,False,False,False,False,True,17,1.5-2.0l,11,11-15,2006–2010,Budget,High,3,3
Opel,Vectra,automatic,silver,392160,2003,petrol,False,gasoline,2.2,hatchback,False,used,front,4499.0,True,Минская обл.,8,13,False,True,True,False,True,True,False,False,True,True,14,2.0-2.5l,16,16-20,2001–2005,Budget,Very High,7,7
Opel,Zafira,manual,other,205300,2008,gas,True,gasoline,1.6,minivan,False,used,front,7249.0,False,Минская обл.,9,34,False,True,False,True,False,False,False,True,True,False,40,1.5-2.0l,11,11-15,2006–2010,Budget,High,5,5
Opel,Vectra,manual,grey,255000,2004,petrol,False,gasoline,1.8,sedan,False,used,front,4647.63,False,Минская обл.,10,10,False,True,True,False,False,True,False,False,True,True,32,1.5-2.0l,15,11-15,2001–2005,Budget,High,5,5
Opel,Insignia,automatic,black,203884,2010,petrol,False,gasoline,2.0,sedan,False,used,front,8250.0,False,Могилевская обл.,14,29,False,True,True,False,True,True,True,True,True,True,34,1.5-2.0l,9,6-10,2006–2010,Budget,High,8,9
Opel,Astra,automatic,black,158000,2008,petrol,False,gasoline,1.6,sedan,False,used,front,5800.0,False,Витебская обл.,8,9,False,True,False,True,False,True,False,True,True,False,54,1.5-2.0l,11,11-15,2006–2010,Budget,High,5,5
Opel,Omega,manual,other,454000,1996,diesel,False,diesel,2.5,wagon,False,used,rear,900.0,True,Брестская обл.,3,19,False,True,False,False,False,False,False,False,False,False,290,2.0-2.5l,23,21-25,1996–2000,Budget,Very High,2,2
Opel,Zafira,manual,silver,260000,2006,diesel,False,diesel,1.9,minivan,False,used,front,6650.0,False,Витебская обл.,8,1,False,False,False,True,False,False,False,False,False,False,0,1.5-2.0l,13,11-15,2006–2010,Budget,High,1,1
Opel,Omega,manual,green,388000,1997,diesel,False,diesel,2.5,sedan,False,used,rear,2200.0,True,Гомельская обл.,20,89,False,True,True,False,False,False,False,False,False,True,131,2.0-2.5l,22,21-25,1996–2000,Budget,Very High,4,4
Opel,Tigra,manual,other,150000,2005,petrol,False,gasoline,1.4,cabriolet,False,used,front,4950.0,False,Минская обл.,6,33,False,True,False,False,True,True,False,False,True,True,62,<1.5l,14,11-15,2001–2005,Budget,High,5,5
Opel,Insignia,manual,white,220000,2015,diesel,False,diesel,2.0,wagon,False,used,front,11990.0,False,Минская обл.,16,7,False,True,True,True,False,False,False,True,True,True,6,1.5-2.0l,4,0-5,2011–2015,Economy,High,6,8
Opel,Vectra,manual,blue,416000,1997,petrol,False,gasoline,1.8,wagon,False,used,front,1300.0,False,Могилевская обл.,9,50,False,True,False,False,False,False,False,True,False,True,77,1.5-2.0l,22,21-25,1996–2000,Budget,Very High,3,3
Opel,Sintra,manual,green,287000,1998,petrol,False,gasoline,2.2,minivan,False,used,front,2150.0,True,Минская обл.,15,74,False,True,False,False,False,False,False,False,False,True,158,2.0-2.5l,21,21-25,1996–2000,Budget,High,3,3
Opel,Astra,manual,silver,332000,2010,diesel,False,diesel,1.7,wagon,False,used,front,7700.0,True,Минская обл.,4,77,False,True,False,False,False,False,True,True,True,True,149,1.5-2.0l,9,6-10,2006–2010,Budget,Very High,6,7
Opel,Astra,manual,grey,209000,2009,diesel,False,diesel,1.7,wagon,False,used,front,6600.0,False,Минская обл.,7,19,False,True,False,True,True,True,False,False,True,True,28,1.5-2.0l,10,6-10,2006–2010,Budget,High,6,6
Opel,Corsa,manual,blue,251000,2008,diesel,False,diesel,1.3,hatchback,False,used,front,4299.0,False,Минская обл.,8,35,False,True,False,True,False,False,True,False,True,False,46,<1.5l,11,11-15,2006–2010,Budget,High,4,4
Opel,Omega,automatic,black,270000,2002,petrol,False,gasoline,2.2,sedan,False,used,rear,3550.0,True,Минская обл.,6,27,False,True,True,True,True,True,False,False,False,True,90,2.0-2.5l,17,16-20,2001–2005,Budget,High,7,7
Opel,Zafira,manual,blue,235413,1999,petrol,False,gasoline,1.6,minivan,False,used,front,2800.0,True,Гомельская обл.,5,1,True,False,False,False,False,False,False,False,False,False,0,1.5-2.0l,20,16-20,1996–2000,Budget,High,2,2
Opel,Movano,manual,blue,360000,2004,diesel,False,diesel,3.0,van,False,used,front,6900.0,False,Минская обл.,8,7,True,False,False,False,False,False,False,False,False,False,11,2.5-3.0l,15,11-15,2001–2005,Budget,Very High,1,2
Opel,Omega,automatic,silver,330000,2002,diesel,False,diesel,2.5,sedan,False,used,front,3300.0,False,Витебская обл.,10,112,False,False,True,False,False,False,False,False,True,True,150,2.0-2.5l,17,16-20,2001–2005,Budget,Very High,3,3
Opel,Vivaro,manual,white,280000,2002,diesel,False,diesel,1.9,van,False,used,front,7000.0,True,Минская обл.,11,28,False,False,False,False,False,False,True,True,False,False,35,1.5-2.0l,17,16-20,2001–2005,Budget,High,3,3
Opel,Zafira,manual,black,175507,2016,diesel,False,diesel,1.6,minivan,False,used,front,8300.0,False,Минская обл.,4,14,True,False,False,False,False,False,False,False,False,False,90,1.5-2.0l,3,0-5,2016–2020,Budget,High,1,2
Opel,Omega,manual,violet,340000,1995,diesel,False,diesel,2.5,wagon,False,used,rear,2200.0,False,Минская обл.,9,46,False,False,False,False,False,False,False,False,False,True,58,2.0-2.5l,24,21-25,1991–1995,Budget,Very High,1,1
Opel,Vectra,automatic,other,390000,2003,diesel,False,diesel,2.2,sedan,False,used,front,4200.0,True,Минская обл.,6,18,False,True,False,False,False,False,False,False,False,True,21,2.0-2.5l,16,16-20,2001–2005,Budget,Very High,3,3
Opel,Astra,automatic,silver,165000,2005,petrol,False,gasoline,1.6,hatchback,False,used,front,3800.0,True,Гродненская обл.,2,11,False,True,False,True,True,True,False,True,True,True,14,1.5-2.0l,14,11-15,2001–2005,Budget,High,8,8
Opel,Signum,manual,silver,200000,2007,diesel,False,diesel,1.9,hatchback,False,used,front,5950.0,False,Минская обл.,10,2,False,False,True,True,False,True,False,False,False,True,2,1.5-2.0l,12,11-15,2006–2010,Budget,High,4,4
Opel,Vectra,manual,white,300000,1996,diesel,False,diesel,1.7,sedan,False,used,front,750.0,True,Могилевская обл.,13,5,False,False,False,False,False,False,False,False,False,True,6,1.5-2.0l,23,21-25,1996–2000,Budget,Very High,2,2
Opel,Vectra,manual,blue,360000,1996,petrol,False,gasoline,1.8,sedan,False,used,front,2350.0,False,Гомельская обл.,7,31,False,False,True,False,False,False,False,False,True,True,41,1.5-2.0l,23,21-25,1996–2000,Budget,Very High,3,3
Opel,Omega,manual,blue,200000,1998,petrol,False,gasoline,2.0,wagon,False,used,rear,1250.0,False,Минская обл.,8,2,False,True,False,False,False,False,False,False,False,False,2,1.5-2.0l,21,21-25,1996–2000,Budget,High,1,1
Opel,Omega,manual,green,200000,1998,diesel,False,diesel,2.0,wagon,False,used,rear,1850.0,False,Минская обл.,13,3,False,True,False,False,False,False,False,False,False,True,3,1.5-2.0l,21,21-25,1996–2000,Budget,High,2,2
Opel,Meriva,manual,white,200000,2005,diesel,False,diesel,1.7,minivan,False,used,front,3450.0,False,Минская обл.,8,3,False,True,False,False,False,False,False,False,False,True,3,1.5-2.0l,14,11-15,2001–2005,Budget,High,2,2
Opel,Vectra,manual,white,322000,2003,diesel,False,diesel,2.2,sedan,False,used,front,4550.0,False,Брестская обл.,21,13,False,True,False,False,False,False,False,False,True,True,17,2.0-2.5l,16,16-20,2001–2005,Budget,Very High,3,3
Opel,Antara,manual,black,42987,2014,diesel,False,diesel,2.2,suv,False,used,all,15900.0,True,Минская обл.,20,5,False,True,False,True,True,True,False,False,True,True,13,2.0-2.5l,5,0-5,2011–2015,Economy,Low,7,9
