manufacturer_name,model_name,transmission,color,odometer_value,year_produced,engine_fuel,engine_has_gas,engine_type,engine_capacity,body_type,has_warranty,state,drivetrain,price_usd,is_exchangeable,location_region,number_of_photos,up_counter,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,duration_listed,is_electric,engine_capacity_bin,car_age,car_age_group,year_bin,price_category,mileage_category,total_features,luxury_score
Opel,Agila,mechanical,black,85000,2009,petrol,False,gasoline,1.2,hatchback,False,used,front,6800.0,False,Минская обл.,7,1,False,True,False,False,False,False,False,False,True,True,54,False,<1.5l,10,6-10,2006–2010,Budget,Medium,3,3
Opel,Astra,mechanical,blue,340000,2006,diesel,False,diesel,1.3,universal,False,used,front,5200.0,True,Минская обл.,4,1,False,True,False,False,False,False,False,False,True,False,54,False,<1.5l,13,11-15,2006–2010,Budget,Very High,3,3
Opel,Zafira,mechanical,black,138000,2013,diesel,False,diesel,1.6,minivan,False,used,front,13800.0,False,Минская обл.,16,15,False,True,False,True,False,False,True,True,True,True,281,False,1.5-2.0l,6,6-10,2011–2015,Economy,Medium,6,8
Opel,Mokka,mechanical,grey,72000,2013,petrol,False,gasoline,1.8,suv,False,used,front,12000.0,True,Минская обл.,4,5,False,True,False,False,False,True,False,True,True,True,68,False,1.5-2.0l,6,6-10,2011–2015,Economy,Medium,6,8
Opel,Corsa,mechanical,other,174687,2008,petrol,False,gasoline,1.0,hatchback,False,used,front,4200.0,False,Минская обл.,7,3,False,True,False,False,False,False,False,False,True,False,67,False,<1.5l,11,11-15,2006–2010,Budget,High,2,2
Opel,Omega,mechanical,green,300000,1995,petrol,False,gasoline,2.0,universal,False,used,front,1000.0,True,Минская обл.,5,2,True,False,False,False,False,False,False,False,False,False,58,False,1.5-2.0l,24,21-25,1991–1995,Budget,Very High,2,2
Opel,Kadett,mechanical,grey,346533,1991,petrol,False,gasoline,1.4,sedan,False,used,front,450.0,False,Минская обл.,4,1,True,False,False,False,False,False,False,False,False,False,55,False,<1.5l,28,25+,1991–1995,Budget,Very High,1,1
Opel,Meriva,mechanical,grey,165000,2011,diesel,False,diesel,1.7,minivan,False,used,front,8500.0,False,Брестская обл.,4,2,False,True,False,False,True,True,False,False,True,True,57,False,1.5-2.0l,8,6-10,2011–2015,Budget,High,5,6
Opel,Vectra,mechanical,green,176890,1997,petrol,False,gasoline,1.6,sedan,False,used,front,2450.0,False,Минская обл.,11,2,True,False,False,False,False,False,False,False,False,False,56,False,1.5-2.0l,22,21-25,1996–2000,Budget,High,1,1
Opel,Omega,mechanical,silver,215000,1997,petrol,False,gasoline,2.0,sedan,False,used,rear,1900.0,True,Минская обл.,21,1,False,True,False,False,False,False,False,False,False,True,55,False,1.5-2.0l,22,21-25,1996–2000,Budget,High,3,3
Opel,Astra,mechanical,silver,320000,2002,diesel,False,diesel,2.0,universal,False,used,front,2850.0,False,Витебская обл.,12,1,False,False,False,False,False,False,False,False,False,True,55,False,1.5-2.0l,17,16-20,2001–2005,Budget,Very High,1,1
Opel,Astra,mechanical,grey,266000,2005,petrol,False,gasoline,1.6,universal,False,used,front,5600.0,False,Могилевская обл.,1,3,False,True,False,False,False,False,True,False,False,False,64,False,1.5-2.0l,14,11-15,2001–2005,Budget,High,2,2
Opel,Corsa,mechanical,black,247850,2007,petrol,False,gasoline,1.2,hatchback,False,used,front,4000.0,False,Минская обл.,8,10,True,False,False,False,False,False,False,False,False,False,83,False,<1.5l,12,11-15,2006–2010,Budget,High,1,1
Opel,Zafira,mechanical,silver,300000,1999,diesel,False,diesel,2.0,minivan,False,used,front,3400.0,False,Гомельская обл.,2,1,True,False,False,False,False,False,False,False,False,False,55,False,1.5-2.0l,20,16-20,1996–2000,Budget,Very High,1,1
Opel,Frontera,mechanical,green,289000,2003,diesel,False,diesel,2.2,suv,False,used,all,6300.0,False,Брестская обл.,4,5,False,True,False,False,False,False,False,False,False,True,74,False,2.0-2.5l,16,16-20,2001–2005,Budget,High,2,2
Opel,Astra,mechanical,white,241000,1997,petrol,False,gasoline,1.6,universal,False,used,front,1000.0,True,Брестская обл.,7,1,True,False,False,False,False,False,False,False,False,False,55,False,1.5-2.0l,22,21-25,1996–2000,Budget,High,2,2
Opel,Vectra,automatic,green,153800,1998,petrol,False,gasoline,1.8,sedan,False,used,front,2800.0,False,Гродненская обл.,15,2,False,False,False,False,False,False,False,False,False,True,78,False,1.5-2.0l,21,21-25,1996–2000,Budget,High,1,1
Opel,Omega,mechanical,white,340000,1998,diesel,False,diesel,2.5,universal,False,used,front,1200.0,False,Минская обл.,6,1,True,False,False,False,False,False,False,False,False,False,56,False,2.0-2.5l,21,21-25,1996–2000,Budget,Very High,1,1
Opel,Astra,mechanical,other,300285,1999,diesel,False,diesel,1.7,sedan,False,used,front,2600.0,False,Гомельская обл.,12,1,False,True,False,False,False,False,False,False,False,False,56,False,1.5-2.0l,20,16-20,1996–2000,Budget,Very High,1,1
Opel,Astra,mechanical,green,220000,1997,petrol,False,gasoline,1.6,universal,False,used,front,3500.0,False,Минская обл.,1,5,False,True,False,False,False,False,False,False,False,False,66,False,1.5-2.0l,22,21-25,1996–2000,Budget,High,1,1
Opel,Zafira,mechanical,silver,262000,2002,diesel,False,diesel,2.0,minivan,False,used,front,5200.0,False,Минская обл.,5,2,False,True,False,False,False,False,False,False,False,False,58,False,1.5-2.0l,17,16-20,2001–2005,Budget,High,1,1
Opel,Astra,mechanical,white,247000,1999,diesel,False,diesel,2.0,universal,False,used,front,2100.0,False,Минская обл.,4,1,False,True,False,False,False,False,False,False,False,False,56,False,1.5-2.0l,20,16-20,1996–2000,Budget,High,1,1
Opel,Astra,mechanical,red,150000,2011,petrol,False,gasoline,1.4,hatchback,False,used,front,9000.0,False,Минская обл.,5,8,False,True,False,True,False,True,False,True,True,True,78,False,<1.5l,8,6-10,2011–2015,Budget,High,6,7
Opel,Omega,mechanical,blue,508000,1997,petrol,False,gasoline,2.0,sedan,False,used,rear,1500.0,False,Минская обл.,6,3,False,True,True,False,False,False,False,False,False,True,60,False,1.5-2.0l,22,21-25,1996–2000,Budget,Very High,3,3
Opel,Omega,mechanical,blue,280000,2000,gas,True,gasoline,2.2,sedan,False,used,rear,3650.0,True,Гродненская обл.,17,4,False,True,False,False,False,False,False,False,False,False,87,False,2.0-2.5l,19,16-20,1996–2000,Budget,High,3,3
Opel,Astra,mechanical,grey,185000,2010,petrol,False,gasoline,1.6,hatchback,False,used,front,5300.0,False,Витебская обл.,8,1,False,True,False,False,False,True,False,False,True,False,56,False,1.5-2.0l,9,6-10,2006–2010,Budget,High,3,4
Opel,Astra,mechanical,silver,284500,2003,diesel,False,diesel,2.2,hatchback,False,used,front,3200.0,False,Витебская обл.,20,1,False,True,False,False,False,False,False,False,False,True,56,False,2.0-2.5l,16,16-20,2001–2005,Budget,High,2,2
Opel,Signum,mechanical,blue,351000,2003,diesel,False,diesel,2.2,hatchback,False,used,front,4400.0,False,Минская обл.,2,1,False,True,False,False,False,False,False,False,True,True,57,False,2.0-2.5l,16,16-20,2001–2005,Budget,Very High,3,3
Opel,Vectra,mechanical,blue,298000,2000,petrol,False,gasoline,1.8,hatchback,False,used,front,2500.0,False,Минская обл.,7,2,False,True,False,False,False,False,False,False,False,True,68,False,1.5-2.0l,19,16-20,1996–2000,Budget,High,2,2
Opel,Zafira,mechanical,silver,340000,2002,diesel,False,diesel,2.2,minivan,False,used,front,4444.0,True,Минская обл.,1,1,False,True,False,False,False,False,False,False,True,True,57,False,2.0-2.5l,17,16-20,2001–2005,Budget,Very High,4,4
Opel,Astra,mechanical,blue,320000,2002,diesel,False,diesel,2.2,hatchback,False,used,front,4100.0,False,Гродненская обл.,4,1,False,True,False,False,False,False,False,False,False,True,57,False,2.0-2.5l,17,16-20,2001–2005,Budget,Very High,2,2
Opel,Meriva,mechanical,black,175000,2007,petrol,False,gasoline,1.6,minivan,False,used,front,4290.0,False,Гродненская обл.,4,3,False,False,False,False,False,True,False,False,False,True,79,False,1.5-2.0l,12,11-15,2006–2010,Budget,High,2,2
Opel,Zafira,mechanical,black,338000,2002,diesel,False,diesel,2.2,minivan,False,used,front,4500.0,False,Гомельская обл.,10,1,False,False,False,False,False,False,False,False,False,True,57,False,2.0-2.5l,17,16-20,2001–2005,Budget,Very High,1,1
Opel,Omega,mechanical,black,432433,1994,petrol,False,gasoline,2.0,sedan,False,used,rear,1100.0,True,Брестская обл.,6,1,False,False,True,False,False,False,False,False,False,True,57,False,1.5-2.0l,25,21-25,1991–1995,Budget,Very High,3,3
Opel,Zafira,mechanical,silver,220000,2007,petrol,False,gasoline,1.8,minivan,False,used,front,6758.04,False,Минская обл.,5,1,True,False,False,False,False,False,False,False,False,False,57,False,1.5-2.0l,12,11-15,2006–2010,Budget,High,1,1
Opel,Corsa,mechanical,blue,217000,1999,petrol,False,gasoline,1.0,hatchback,False,used,front,2200.0,False,Минская обл.,20,1,True,False,False,False,False,False,False,False,False,False,57,False,<1.5l,20,16-20,1996–2000,Budget,High,1,1
Opel,Meriva,mechanical,grey,193000,2005,diesel,False,diesel,1.3,hatchback,False,used,front,4300.0,False,Минская обл.,9,1,False,True,False,False,False,False,False,False,False,False,57,False,<1.5l,14,11-15,2001–2005,Budget,High,1,1
Opel,Signum,mechanical,silver,139400,2005,diesel,False,diesel,1.9,hatchback,False,used,front,7680.0,False,Минская обл.,6,1,False,True,False,False,False,True,False,False,True,True,57,False,1.5-2.0l,14,11-15,2001–2005,Budget,Medium,4,4
Opel,Zafira,mechanical,silver,245000,2004,diesel,False,diesel,2.2,minivan,False,used,front,5150.0,False,Гомельская обл.,4,1,False,True,False,True,False,False,False,True,True,True,57,False,2.0-2.5l,15,11-15,2001–2005,Budget,High,5,5
Opel,Zafira,mechanical,black,290000,2000,diesel,False,diesel,2.0,minivan,False,used,front,4700.0,False,Минская обл.,5,1,False,True,False,True,False,True,False,False,False,True,57,False,1.5-2.0l,19,16-20,1996–2000,Budget,High,4,4
Opel,Vectra,mechanical,other,255000,1994,petrol,False,gasoline,1.8,sedan,False,used,front,2000.0,False,Гомельская обл.,9,12,True,False,False,False,False,False,False,False,False,False,176,False,1.5-2.0l,25,21-25,1991–1995,Budget,High,1,1
Opel,Corsa,mechanical,black,99800,2011,petrol,False,gasoline,1.2,hatchback,False,used,front,6000.0,False,Минская обл.,8,4,False,True,False,False,False,False,False,False,False,False,78,False,<1.5l,8,6-10,2011–2015,Budget,Medium,1,2
Opel,Zafira,mechanical,grey,214000,2004,petrol,False,gasoline,1.6,minivan,False,used,front,5264.16,False,Брестская обл.,6,1,False,True,False,False,False,False,False,False,False,True,57,False,1.5-2.0l,15,11-15,2001–2005,Budget,High,2,2
Opel,Omega,mechanical,other,299000,1998,petrol,False,gasoline,2.0,sedan,False,used,rear,1000.0,True,Минская обл.,2,1,False,True,True,False,False,False,False,False,False,True,57,False,1.5-2.0l,21,21-25,1996–2000,Budget,High,4,4
Opel,Astra,mechanical,blue,298000,1993,diesel,False,diesel,1.7,hatchback,False,used,front,850.0,False,Могилевская обл.,6,1,True,False,False,False,False,False,False,False,False,False,57,False,1.5-2.0l,26,25+,1991–1995,Budget,High,1,1
Opel,Corsa,mechanical,blue,230000,2008,diesel,False,diesel,1.3,hatchback,False,used,front,4250.0,False,Витебская обл.,9,1,False,True,False,False,False,False,True,True,False,False,57,False,<1.5l,11,11-15,2006–2010,Budget,High,3,3
Opel,Astra,mechanical,grey,140000,2011,petrol,False,gasoline,1.4,hatchback,False,used,front,8800.0,False,Минская обл.,11,1,False,True,False,False,False,True,False,False,True,True,57,False,<1.5l,8,6-10,2011–2015,Budget,Medium,4,5
Opel,Vectra,mechanical,green,300000,1997,diesel,False,diesel,2.0,universal,False,used,front,2400.0,False,Минская обл.,2,1,False,True,False,False,False,False,False,False,False,False,57,False,1.5-2.0l,22,21-25,1996–2000,Budget,Very High,1,1
Opel,Vectra,mechanical,silver,344000,2001,diesel,False,diesel,2.0,sedan,False,used,front,4200.0,False,Брестская обл.,3,1,False,True,False,False,False,False,False,False,False,True,57,False,1.5-2.0l,18,16-20,2001–2005,Budget,Very High,2,2
Opel,Omega,mechanical,grey,324000,1996,diesel,False,diesel,2.5,universal,False,used,rear,1000.0,False,Минская обл.,7,2,False,True,False,False,True,True,False,False,False,True,59,False,2.0-2.5l,23,21-25,1996–2000,Budget,Very High,4,4
Opel,Vectra,mechanical,white,300000,2001,diesel,False,diesel,2.0,universal,False,used,front,2600.0,False,Брестская обл.,5,96,False,True,False,False,False,False,False,False,False,True,180,False,1.5-2.0l,18,16-20,2001–2005,Budget,Very High,2,2
Opel,Omega,mechanical,other,450000,1995,petrol,False,gasoline,2.0,sedan,False,used,rear,1500.0,False,Минская обл.,2,3,True,False,False,False,False,False,False,False,False,False,90,False,1.5-2.0l,24,21-25,1991–1995,Budget,Very High,1,1
Opel,Vectra,mechanical,blue,405000,1998,petrol,False,gasoline,1.8,sedan,False,used,front,1700.0,True,Минская обл.,4,1,False,True,False,False,False,False,False,False,False,True,57,False,1.5-2.0l,21,21-25,1996–2000,Budget,Very High,3,3
Opel,Vectra,mechanical,black,396000,1999,diesel,False,diesel,2.0,sedan,False,used,front,2500.0,False,Брестская обл.,3,3,False,True,False,False,False,False,False,False,False,True,88,False,1.5-2.0l,20,16-20,1996–2000,Budget,Very High,2,2
Opel,Astra,mechanical,silver,298000,1996,petrol,False,gasoline,1.6,universal,False,used,front,2450.0,False,Минская обл.,9,1,True,False,False,False,False,False,False,False,False,False,58,False,1.5-2.0l,23,21-25,1996–2000,Budget,High,1,1
Opel,Omega,mechanical,black,200000,1998,petrol,False,gasoline,2.0,sedan,False,used,rear,2200.0,False,Брестская обл.,6,101,False,True,True,False,False,False,False,False,True,True,340,False,1.5-2.0l,21,21-25,1996–2000,Budget,High,4,4
Opel,Astra,mechanical,green,320000,1998,petrol,False,gasoline,1.6,universal,False,used,front,1000.0,False,Витебская обл.,1,1,False,True,False,False,False,False,False,False,False,False,58,False,1.5-2.0l,21,21-25,1996–2000,Budget,Very High,1,1
Opel,Astra,mechanical,blue,450000,1993,petrol,False,gasoline,1.4,hatchback,False,used,front,300.0,False,Минская обл.,13,1,True,False,False,False,False,False,False,False,False,False,58,False,<1.5l,26,25+,1991–1995,Budget,Very High,1,1
Opel,Corsa,mechanical,silver,130000,2010,petrol,False,gasoline,1.2,hatchback,False,used,front,5121.88,False,Гомельская обл.,4,1,True,False,False,False,False,False,False,False,False,False,58,False,<1.5l,9,6-10,2006–2010,Budget,Medium,1,2
Opel,Omega,mechanical,blue,371000,1995,petrol,False,gasoline,2.2,universal,False,used,rear,1800.0,False,Гомельская обл.,8,3,False,True,False,True,False,False,False,False,False,False,72,False,2.0-2.5l,24,21-25,1991–1995,Budget,Very High,2,2
Opel,Omega,mechanical,silver,350000,2000,diesel,False,diesel,2.2,universal,False,used,rear,2500.0,False,Минская обл.,3,1,False,True,False,False,False,False,False,True,False,True,58,False,2.0-2.5l,19,16-20,1996–2000,Budget,Very High,3,3
Opel,Corsa,mechanical,silver,160000,2008,petrol,False,gasoline,1.0,hatchback,False,used,front,4500.0,False,Гомельская обл.,7,1,False,True,False,False,False,False,False,False,False,True,58,False,<1.5l,11,11-15,2006–2010,Budget,High,2,2
Opel,Astra,mechanical,grey,350900,1995,diesel,False,diesel,1.7,sedan,False,used,front,1000.0,False,Витебская обл.,4,1,False,False,True,False,False,False,False,False,False,False,58,False,1.5-2.0l,24,21-25,1991–1995,Budget,Very High,1,1
Opel,Omega,mechanical,silver,290000,1999,petrol,False,gasoline,2.0,sedan,False,used,rear,1700.0,False,Минская обл.,10,1,False,True,False,False,False,False,False,False,False,False,58,False,1.5-2.0l,20,16-20,1996–2000,Budget,High,1,1
Opel,Antara,mechanical,black,217000,2008,petrol,False,gasoline,2.4,suv,False,used,all,8360.0,False,Минская обл.,3,1,False,True,False,True,False,False,False,False,True,True,58,False,2.0-2.5l,11,11-15,2006–2010,Budget,High,4,4
Opel,Zafira,mechanical,silver,286000,2001,petrol,False,gasoline,1.6,minivan,False,used,front,5970.0,False,Брестская обл.,10,1,False,True,False,False,False,False,False,False,True,True,58,False,1.5-2.0l,18,16-20,2001–2005,Budget,High,3,3
Opel,Vectra,mechanical,blue,424000,1998,petrol,False,gasoline,1.8,sedan,False,used,front,1185.61,False,Минская обл.,6,1,False,True,False,False,False,False,False,False,False,True,58,False,1.5-2.0l,21,21-25,1996–2000,Budget,Very High,2,2
Opel,Astra,mechanical,grey,181000,2011,petrol,False,gasoline,1.6,sedan,False,used,front,6200.0,False,Минская обл.,9,1,False,True,True,False,True,True,False,False,True,True,58,False,1.5-2.0l,8,6-10,2011–2015,Budget,High,6,7
Opel,Corsa,mechanical,white,310000,1999,petrol,False,gasoline,1.0,hatchback,False,used,front,1900.0,False,Минская обл.,5,1,False,False,False,False,False,False,False,False,False,True,58,False,<1.5l,20,16-20,1996–2000,Budget,Very High,1,1
Opel,Astra,mechanical,other,230000,2008,petrol,False,gasoline,1.4,hatchback,False,used,front,5100.0,False,Минская обл.,4,1,False,True,False,False,False,False,False,False,False,True,58,False,<1.5l,11,11-15,2006–2010,Budget,High,2,2
Opel,Omega,mechanical,silver,380000,1994,petrol,False,gasoline,2.0,universal,False,used,rear,948.5,False,Могилевская обл.,5,2,True,False,False,False,False,False,False,False,False,False,61,False,1.5-2.0l,25,21-25,1991–1995,Budget,Very High,1,1
Opel,Astra,mechanical,blue,300000,1993,petrol,False,gasoline,1.4,hatchback,False,used,front,1500.0,False,Могилевская обл.,5,2,True,False,False,False,False,False,False,False,False,False,60,False,<1.5l,26,25+,1991–1995,Budget,Very High,1,1
Opel,Astra,automatic,black,65000,2013,petrol,False,gasoline,1.4,hatchback,False,used,front,9000.0,False,Минская обл.,14,5,False,True,False,True,False,True,False,True,True,True,67,False,<1.5l,6,6-10,2011–2015,Budget,Medium,6,7
Opel,Astra,mechanical,black,390000,2000,diesel,False,diesel,2.0,hatchback,False,used,front,2300.0,False,Минская обл.,4,1,True,False,False,False,False,False,False,False,False,False,58,False,1.5-2.0l,19,16-20,1996–2000,Budget,Very High,1,1
Opel,Omega,automatic,black,320000,2003,diesel,False,diesel,2.5,universal,False,used,rear,4200.0,False,Минская обл.,2,1,False,True,True,False,False,False,False,False,True,True,58,False,2.0-2.5l,16,16-20,2001–2005,Budget,Very High,4,4
Opel,Zafira,automatic,blue,151000,2006,petrol,False,gasoline,1.8,minivan,False,used,front,6000.0,False,Минская обл.,15,20,False,True,False,False,False,False,False,False,False,False,88,False,1.5-2.0l,13,11-15,2006–2010,Budget,High,1,1
Opel,Omega,mechanical,black,400000,1994,gas,True,gasoline,2.0,universal,False,used,rear,800.0,False,Гродненская обл.,6,1,True,False,False,False,False,False,False,False,False,False,59,False,1.5-2.0l,25,21-25,1991–1995,Budget,Very High,2,2
Opel,Meriva,mechanical,green,145200,2005,petrol,False,gasoline,1.4,minivan,False,used,front,4742.47,False,Минская обл.,6,1,False,True,False,True,False,False,False,False,True,False,59,False,<1.5l,14,11-15,2001–2005,Budget,Medium,3,3
Opel,Omega,mechanical,silver,480000,1997,diesel,False,diesel,2.5,sedan,False,used,rear,1650.0,False,Минская обл.,5,1,False,False,True,False,False,True,False,False,False,True,59,False,2.0-2.5l,22,21-25,1996–2000,Budget,Very High,3,3
Opel,Omega,mechanical,green,380000,1997,diesel,False,diesel,2.5,universal,False,used,rear,1600.0,True,Минская обл.,14,1,True,False,False,False,False,False,False,False,False,False,59,False,2.0-2.5l,22,21-25,1996–2000,Budget,Very High,2,2
Opel,Astra,mechanical,silver,307547,2000,diesel,False,diesel,2.0,universal,False,used,front,2800.0,False,Минская обл.,7,2,False,True,False,False,False,False,False,False,False,True,64,False,1.5-2.0l,19,16-20,1996–2000,Budget,Very High,2,2
Opel,Meriva,mechanical,grey,129000,2011,petrol,False,gasoline,1.4,minivan,False,used,front,7400.0,False,Гомельская обл.,8,1,False,True,False,True,False,False,False,True,False,False,59,False,<1.5l,8,6-10,2011–2015,Budget,Medium,3,4
Opel,Vectra,mechanical,grey,235000,1990,petrol,False,gasoline,1.6,sedan,False,used,front,900.0,False,Минская обл.,2,1,True,False,False,False,False,False,False,False,False,False,59,False,1.5-2.0l,29,25+,1981–1990,Budget,High,1,1
Opel,Astra,mechanical,other,239000,1997,petrol,False,gasoline,1.4,universal,False,used,front,2134.12,False,Минская обл.,11,1,True,False,False,False,False,False,False,False,False,False,59,False,<1.5l,22,21-25,1996–2000,Budget,High,1,1
Opel,Sintra,mechanical,silver,147000,1999,diesel,False,diesel,2.2,minivan,False,used,front,2500.0,False,Гродненская обл.,4,1,False,True,False,False,False,False,False,False,False,False,59,False,2.0-2.5l,20,16-20,1996–2000,Budget,Medium,1,1
Opel,Vivaro,mechanical,silver,365000,2004,diesel,False,diesel,1.9,minibus,False,used,front,9800.0,False,Брестская обл.,6,1,False,True,False,True,False,False,False,False,False,True,59,False,1.5-2.0l,15,11-15,2001–2005,Budget,Very High,3,3
Opel,Astra,mechanical,blue,422000,1994,diesel,False,diesel,1.7,sedan,False,used,front,1700.0,False,Витебская обл.,4,2,True,False,False,False,False,False,False,False,False,False,64,False,1.5-2.0l,25,21-25,1991–1995,Budget,Very High,1,1
Opel,Zafira,mechanical,blue,360000,2000,diesel,False,diesel,2.0,minivan,False,used,front,3650.0,False,Минская обл.,14,1,False,True,False,False,False,False,False,False,False,True,59,False,1.5-2.0l,19,16-20,1996–2000,Budget,Very High,2,2
Opel,Vectra,mechanical,silver,254500,2007,petrol,False,gasoline,1.8,sedan,False,used,front,6190.0,True,Минская обл.,16,2,False,True,True,False,True,True,False,False,True,True,74,False,1.5-2.0l,12,11-15,2006–2010,Budget,High,7,7
Opel,Zafira,mechanical,black,302000,2007,diesel,False,diesel,1.9,minivan,False,used,front,6600.0,False,Минская обл.,11,1,False,True,False,False,False,False,False,False,True,True,59,False,1.5-2.0l,12,11-15,2006–2010,Budget,Very High,3,3
Opel,Vectra,mechanical,silver,213000,2001,diesel,False,diesel,2.0,sedan,False,used,front,3500.0,False,Могилевская обл.,3,1,False,True,False,False,False,False,False,False,False,True,59,False,1.5-2.0l,18,16-20,2001–2005,Budget,High,2,2
Opel,Omega,mechanical,silver,279000,2003,diesel,False,diesel,2.2,universal,False,used,front,4550.0,False,Минская обл.,8,1,False,True,False,False,False,False,False,False,False,True,59,False,2.0-2.5l,16,16-20,2001–2005,Budget,High,2,2
Opel,Omega,mechanical,silver,412000,1997,gas,True,gasoline,2.0,universal,False,used,rear,1800.0,True,Гродненская обл.,3,1,True,False,False,False,False,False,False,False,False,False,59,False,1.5-2.0l,22,21-25,1996–2000,Budget,Very High,3,3
Opel,Astra,mechanical,grey,84000,2009,petrol,False,gasoline,1.4,universal,False,used,front,8800.0,False,Минская обл.,13,2,False,True,False,False,False,False,False,False,False,True,64,False,<1.5l,10,6-10,2006–2010,Budget,Medium,2,2
Opel,Vectra,automatic,white,280000,1994,gas,True,gasoline,1.8,sedan,False,used,front,890.0,True,Минская обл.,1,4,True,False,False,False,False,False,False,False,False,False,66,False,1.5-2.0l,25,21-25,1991–1995,Budget,High,3,3
Opel,Astra,mechanical,silver,312000,1999,diesel,False,diesel,1.7,hatchback,False,used,front,2250.0,False,Минская обл.,9,14,False,True,False,False,False,False,False,False,False,True,88,False,1.5-2.0l,20,16-20,1996–2000,Budget,Very High,2,2
Opel,Vectra,mechanical,grey,242000,2005,diesel,False,diesel,1.9,universal,False,used,front,5500.0,False,Минская обл.,3,1,False,True,False,True,True,True,False,False,False,True,60,False,1.5-2.0l,14,11-15,2001–2005,Budget,High,5,5
Opel,Astra,mechanical,red,250000,1993,petrol,False,gasoline,1.6,hatchback,False,used,front,700.0,True,Витебская обл.,2,2,False,True,False,False,False,False,False,False,False,False,61,False,1.5-2.0l,26,25+,1991–1995,Budget,High,2,2
Opel,Astra,mechanical,black,340000,2002,diesel,False,diesel,1.7,hatchback,False,used,front,4000.0,False,Минская обл.,6,1,False,True,False,False,False,False,False,False,False,False,60,False,1.5-2.0l,17,16-20,2001–2005,Budget,Very High,1,1
Opel,Astra,mechanical,white,300000,2008,diesel,False,diesel,1.7,universal,False,used,front,4500.0,False,Брестская обл.,7,2,False,True,False,False,False,False,False,True,True,True,63,False,1.5-2.0l,11,11-15,2006–2010,Budget,Very High,4,4
Opel,Astra,mechanical,green,270000,2001,petrol,False,gasoline,1.8,hatchback,False,used,front,3499.0,False,Минская обл.,8,3,False,True,False,False,False,False,False,False,False,True,62,False,1.5-2.0l,18,16-20,2001–2005,Budget,High,2,2
Opel,Agila,mechanical,black,71000,2010,petrol,False,gasoline,0.9,hatchback,False,used,front,5975.53,False,Минская обл.,5,1,False,True,False,False,False,False,False,False,False,False,60,False,<1.5l,9,6-10,2006–2010,Budget,Medium,1,2
Opel,Zafira,mechanical,silver,225000,2002,gas,True,gasoline,1.6,minivan,False,used,front,3300.0,False,Минская обл.,8,2,False,True,False,False,False,False,False,True,False,True,64,False,1.5-2.0l,17,16-20,2001–2005,Budget,High,4,4
Opel,Omega,mechanical,black,477000,2001,diesel,False,diesel,2.2,sedan,False,used,rear,3000.0,True,Минская обл.,12,2,False,True,True,True,False,False,False,False,False,True,61,False,2.0-2.5l,18,16-20,2001–2005,Budget,Very High,5,5
Opel,Corsa,mechanical,black,63000,2011,petrol,False,gasoline,1.2,hatchback,False,used,front,8200.0,False,Минская обл.,6,4,False,True,False,False,False,False,False,False,False,True,90,False,<1.5l,8,6-10,2011–2015,Budget,Medium,2,3
Opel,Astra,mechanical,black,445000,1998,petrol,False,gasoline,1.6,universal,False,used,front,3250.0,False,Могилевская обл.,8,1,False,True,False,False,False,False,False,False,False,True,60,False,1.5-2.0l,21,21-25,1996–2000,Budget,Very High,2,2
Opel,Omega,mechanical,green,417000,1995,petrol,False,gasoline,2.5,universal,False,used,rear,806.22,True,Витебская обл.,6,1,False,False,True,False,False,False,False,False,False,True,60,False,2.0-2.5l,24,21-25,1991–1995,Budget,Very High,3,3
Opel,Vectra,automatic,grey,350000,2003,petrol,False,gasoline,2.2,universal,False,used,front,3900.0,False,Минская обл.,15,1,False,True,False,False,False,False,False,False,True,False,61,False,2.0-2.5l,16,16-20,2001–2005,Budget,Very High,2,2
Opel,Astra,mechanical,black,181000,2010,diesel,False,diesel,1.3,universal,False,used,front,6800.0,False,Минская обл.,6,1,False,True,False,False,False,False,False,False,False,False,61,False,<1.5l,9,6-10,2006–2010,Budget,High,1,2
Opel,Astra,mechanical,black,310000,2009,diesel,False,diesel,1.7,universal,False,used,front,6550.0,True,Брестская обл.,10,1,False,True,False,False,False,False,False,False,False,False,61,False,1.5-2.0l,10,6-10,2006–2010,Budget,Very High,2,2
Opel,Corsa,mechanical,silver,300000,2000,petrol,False,gasoline,1.0,hatchback,False,used,front,2850.0,False,Минская обл.,4,22,True,False,False,False,False,False,False,False,False,False,132,False,<1.5l,19,16-20,1996–2000,Budget,Very High,1,1
Opel,Vectra,mechanical,silver,370000,2001,petrol,False,gasoline,1.6,sedan,False,used,front,3000.0,False,Минская обл.,4,1,False,False,True,False,False,False,False,False,False,True,61,False,1.5-2.0l,18,16-20,2001–2005,Budget,Very High,2,2
Opel,Combo,mechanical,silver,218000,2010,petrol,False,gasoline,1.4,minivan,False,used,front,5300.0,True,Минская обл.,2,1,False,True,False,False,False,False,False,False,True,False,61,False,<1.5l,9,6-10,2006–2010,Budget,High,3,4
Opel,Omega,automatic,green,180000,1994,petrol,False,gasoline,2.0,universal,False,used,front,2000.0,False,Минская обл.,11,1,True,False,False,False,False,False,False,False,False,False,61,False,1.5-2.0l,25,21-25,1991–1995,Budget,High,1,1
